"","X","file_id","newspaper_name1","news_address","news_location.lon","news_location.lat","city1","newspaper_state_code","date","year","page","URL","lynch_address","city_lynch","state_lynch","lynching.lon","lynching.lat","Comments.or.notes.","index","sn","news_location","lynch_location","miles","in_state","decade","Newspaper_State","Newspaper_Region"
"3057",3160,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","duplicate, NA","duplicate",NA,NA,NA,NA,3212,"sn86091100","-116.12237, 45.926552","NA, NA",NA,"N","1890s","Idaho","West"
"3058",3161,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","San Bernardino, CA","San Bernardino","CA",-117.28977,34.10834,NA,3213,"sn86091100","-116.12237, 45.926552","-117.28977, 34.10834",820,"N","1890s","Idaho","West"
"3059",3162,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","duplicate, NA","duplicate",NA,NA,NA,NA,3213,"sn86091100","-116.12237, 45.926552","NA, NA",NA,"N","1890s","Idaho","West"
"3060",3163,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","San Bernardino, CA","San Bernardino","CA",-117.28977,34.10834,NA,3214,"sn86091100","-116.12237, 45.926552","-117.28977, 34.10834",820,"N","1890s","Idaho","West"
"3061",3164,9649,"Idaho County free press ","Grangeville, Idaho",-116.12237,45.926552,"Grangeville","ID","4/14/1893",1893,"seq-2","https://articleextractor.org/pages/9649/idhi_cornwell_ver02/sn86091100/1893/04/14/ed-1/seq-2/1","duplicate, NA","duplicate",NA,NA,NA,NA,3214,"sn86091100","-116.12237, 45.926552","NA, NA",NA,"N","1890s","Idaho","West"
"3062",3165,9723,"Barbour County index ","Medicine Lodge, Kansas",-98.58036,37.281134,"Medicine Lodge","KS","1/13/1909",1909,"seq-6","https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","springfield, IL","springfield","IL",-89.65015,39.78172,"nine people were shot and lynched in this location",3280,"sn82015080","-98.58036, 37.281134","-89.65015, 39.78172",513,"N","1900s","Kansas","North Central"
"3063",3166,9723,"Barbour County index ","Medicine Lodge, Kansas",-98.58036,37.281134,"Medicine Lodge","KS","1/13/1909",1909,"seq-6","https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","springfield, IL","springfield","IL",-89.65015,39.78172,"nine people were shot and lynched in this location",3281,"sn82015080","-98.58036, 37.281134","-89.65015, 39.78172",513,"N","1900s","Kansas","North Central"
"3064",3167,9723,"Barbour County index ","Medicine Lodge, Kansas",-98.58036,37.281134,"Medicine Lodge","KS","1/13/1909",1909,"seq-6","https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","springfield, IL","springfield","IL",-89.65015,39.78172,"nine people were shot and lynched in this location",3282,"sn82015080","-98.58036, 37.281134","-89.65015, 39.78172",513,"N","1900s","Kansas","North Central"
"3065",3168,9723,"Barbour County index ","Medicine Lodge, Kansas",-98.58036,37.281134,"Medicine Lodge","KS","1/13/1909",1909,"seq-6","https://articleextractor.org/pages/9723/khi_harvey_ver03/sn82015080/1909/01/13/ed-1/seq-6/2","springfield, IL","springfield","IL",-89.65015,39.78172,"nine people were shot and lynched in this location",3283,"sn82015080","-98.58036, 37.281134","-89.65015, 39.78172",513,"N","1900s","Kansas","North Central"
"3066",3169,9747,NA,"NA, Mississippi",-89.39853,32.354668,NA,"MS","1/11/1905",1905,"seq-10","https://articleextractor.org/pages/9747/msar_karakul_ver02/sn87065046/1905/01/11/ed-1/seq-10/2","Tallulah Missisippi- Lousiana, LA","Tallulah Missisippi- Lousiana","LA",-91.11455,32.77958,"For the multiple articles below, there are only two articles on the whole page, however, article 2 lists names and accused crimes of individuals under a section titled ""lynchings"", leaving me to infer that these are the names of several individuals lynched in different states. There is not enough room below, so I will list the rest here 


Sussex County-VA
White Springs Florida- FL
Dorchester County, SC
Doddsville Missisippi- MS
Cleveland, Missisippi-MS (X2)
Montgomery Texas- TX 
St.Charles- Arkansas- AR
Arlington Georgia- GA
Crooks Covial- Idaho 
La Grange Georgia- GA
Europa, Mississippi- MS
Cartersville Georgia- GA
Clayton Lousiana- LA
Cedartown Georgia- GA
Laramie Wyoming- WY
Hickman Kentucky- KY
Crossett Arkansas- AR",3301,"sn87065046","-89.39853, 32.354668","-91.11455, 32.77958",104,"N","1900s","Mississippi","South"
"3067",3170,9841,"Mower County transcript ","Lansing, Minnesota",-92.97019,43.74524,"Lansing","MN","1/11/1888",1888,"seq-2","https://articleextractor.org/pages/9841/mnhi_quasar_ver01/sn85025431/1888/01/11/ed-1/seq-2/2","Madisonville, TX","Madisonville","TX",-95.91162,30.94991,"Confused on where Durango is located (says Durango A.T)",3366,"sn85025431","-92.97019, 43.74524","-95.91162, 30.94991",900,"N","1880s","Minnesota","North Central"
"3068",3171,9841,"Mower County transcript ","Lansing, Minnesota",-92.97019,43.74524,"Lansing","MN","1/11/1888",1888,"seq-2","https://articleextractor.org/pages/9841/mnhi_quasar_ver01/sn85025431/1888/01/11/ed-1/seq-2/2","Madisonville, TX","Madisonville","TX",-95.91162,30.94991,"Confused on where Durango is located (says Durango A.T)",3367,"sn85025431","-92.97019, 43.74524","-95.91162, 30.94991",900,"N","1880s","Minnesota","North Central"
"3069",3172,9841,"Mower County transcript ","Lansing, Minnesota",-92.97019,43.74524,"Lansing","MN","1/11/1888",1888,"seq-2","https://articleextractor.org/pages/9841/mnhi_quasar_ver01/sn85025431/1888/01/11/ed-1/seq-2/2","Madisonville, TX","Madisonville","TX",-95.91162,30.94991,"Confused on where Durango is located (says Durango A.T)",3368,"sn85025431","-92.97019, 43.74524","-95.91162, 30.94991",900,"N","1880s","Minnesota","North Central"
"3070",3173,9846,"The Wheeling intelligencer ","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV","4/3/1911",1911,"seq-1","https://articleextractor.org/pages/9846/wvu_boreman_ver01/sn86092536/1911/04/03/ed-1/seq-1/2","discussing second article, NA","discussing second article",NA,NA,NA,"Article 2- threats of lynching",3374,"sn86092536","-80.72092, 40.063962","NA, NA",NA,"N","1910s","West Virginia","South"
"3071",3174,9846,"The Wheeling intelligencer ","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV","4/3/1911",1911,"seq-1","https://articleextractor.org/pages/9846/wvu_boreman_ver01/sn86092536/1911/04/03/ed-1/seq-1/2","discussing second article, NA","discussing second article",NA,NA,NA,"Article 2- threats of lynching",3375,"sn86092536","-80.72092, 40.063962","NA, NA",NA,"N","1910s","West Virginia","South"
"3072",3175,9846,"The Wheeling intelligencer ","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV","4/3/1911",1911,"seq-1","https://articleextractor.org/pages/9846/wvu_boreman_ver01/sn86092536/1911/04/03/ed-1/seq-1/2","discussing second article, NA","discussing second article",NA,NA,NA,"Article 2- threats of lynching",3376,"sn86092536","-80.72092, 40.063962","NA, NA",NA,"N","1910s","West Virginia","South"
"3073",3176,13745,"The Donaldsonville chief ","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA","10/19/1907",1907,"seq-1","https://articleextractor.org/pages/13745/lu_bolivar_ver01/sn85034248/1907/10/19/ed-1/seq-1/1","Tunica, MS","Tunica","MS",-90.38288,34.68455,"Article 1- The man escaped lynching 
Article 2- ""lynching narrowly avoided"" - discussion of lynching 
article 3- three lynched 
article 4- on next form",7,"sn85034248","-90.99288, 30.101032","-90.38288, 34.68455",319,"N","1900s","Louisiana","South"
"3074",3177,13745,"The Donaldsonville chief ","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA","10/19/1907",1907,"seq-1","https://articleextractor.org/pages/13745/lu_bolivar_ver01/sn85034248/1907/10/19/ed-1/seq-1/1","Tunica, MS","Tunica","MS",-90.38288,34.68455,"Article 1- The man escaped lynching 
Article 2- ""lynching narrowly avoided"" - discussion of lynching 
article 3- three lynched 
article 4- on next form",8,"sn85034248","-90.99288, 30.101032","-90.38288, 34.68455",319,"N","1900s","Louisiana","South"
"3075",3178,13745,"The Donaldsonville chief ","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA","10/19/1907",1907,"seq-1","https://articleextractor.org/pages/13745/lu_bolivar_ver01/sn85034248/1907/10/19/ed-1/seq-1/1","Tunica, MS","Tunica","MS",-90.38288,34.68455,"Article 1- The man escaped lynching 
Article 2- ""lynching narrowly avoided"" - discussion of lynching 
article 3- three lynched 
article 4- on next form",9,"sn85034248","-90.99288, 30.101032","-90.38288, 34.68455",319,"N","1900s","Louisiana","South"
"3076",3179,13745,"The Donaldsonville chief ","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA","10/19/1907",1907,"seq-1","https://articleextractor.org/pages/13745/lu_bolivar_ver01/sn85034248/1907/10/19/ed-1/seq-1/1","Tunica, MS","Tunica","MS",-90.38288,34.68455,"Article 1- The man escaped lynching 
Article 2- ""lynching narrowly avoided"" - discussion of lynching 
article 3- three lynched 
article 4- on next form",10,"sn85034248","-90.99288, 30.101032","-90.38288, 34.68455",319,"N","1900s","Louisiana","South"
"3077",3180,13792,"Huntsville gazette ","Huntsville, Alabama",-86.5861,34.730369,"Huntsville","AL","4/8/1882",1882,"seq-1","https://articleextractor.org/pages/13792/au_inman_ver01/sn84020151/1882/04/08/ed-1/seq-1/1","South pueblo, CO","South pueblo","CO",-104.64007,38.31305,"Three different locations noted for the five lynchings. I listed them in the different articles, despite them being in one article. five lynched",50,"sn84020151","-86.5861, 34.730369","-104.64007, 38.31305",1032,"N","1880s","Alabama","South"
"3078",3181,13793,"The Iola register ","Iola, Kansas",-95.39998,37.92448,"Iola","KS","10/20/1882",1882,"seq-2","https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1","discusses same lynching as article 1, NA","discusses same lynching as article 1",NA,NA,NA,NA,51,"sn83040340","-95.39998, 37.92448","NA, NA",NA,"N","1880s","Kansas","North Central"
"3079",3182,13793,"The Iola register ","Iola, Kansas",-95.39998,37.92448,"Iola","KS","10/20/1882",1882,"seq-2","https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1","discusses same lynching as article 1, NA","discusses same lynching as article 1",NA,NA,NA,NA,52,"sn83040340","-95.39998, 37.92448","NA, NA",NA,"N","1880s","Kansas","North Central"
"3080",3183,13793,"The Iola register ","Iola, Kansas",-95.39998,37.92448,"Iola","KS","10/20/1882",1882,"seq-2","https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1","discusses same lynching as article 1, NA","discusses same lynching as article 1",NA,NA,NA,NA,53,"sn83040340","-95.39998, 37.92448","NA, NA",NA,"N","1880s","Kansas","North Central"
"3081",3184,13798,"The Portland daily press ","Portland, Maine",-70.25682,43.659099,"Portland","ME","6/16/1883",1883,"seq-1","https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1","Rockford, AL","Rockford","AL",-86.21969,32.88957,"note article 2- two lynched",56,"sn83016025","-70.25682, 43.659099","-86.21969, 32.88957",1139,"N","1880s","Maine","Northeast"
"3082",3185,13798,"The Portland daily press ","Portland, Maine",-70.25682,43.659099,"Portland","ME","6/16/1883",1883,"seq-1","https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1","Rockford, AL","Rockford","AL",-86.21969,32.88957,"note article 2- two lynched",57,"sn83016025","-70.25682, 43.659099","-86.21969, 32.88957",1139,"N","1880s","Maine","Northeast"
"3083",3186,13798,"The Portland daily press ","Portland, Maine",-70.25682,43.659099,"Portland","ME","6/16/1883",1883,"seq-1","https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1","Rockford, AL","Rockford","AL",-86.21969,32.88957,"note article 2- two lynched",58,"sn83016025","-70.25682, 43.659099","-86.21969, 32.88957",1139,"N","1880s","Maine","Northeast"
"3084",3187,13801,"The farmer and mechanic ","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC","8/22/1883",1883,"seq-3","https://articleextractor.org/pages/13801/ncu_grandfather_ver01/sn85042098/1883/08/22/ed-1/seq-3/2","Carson city, CO","Carson city","CO",-119.7674,39.1638,"article 1 has two separate events in it, I included one of the events under article 3****",63,"sn85042098","-78.63818, 35.77959","-119.7674, 39.1638",2251,"N","1880s","North Carolina","South"
"3085",3188,13801,"The farmer and mechanic ","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC","8/22/1883",1883,"seq-3","https://articleextractor.org/pages/13801/ncu_grandfather_ver01/sn85042098/1883/08/22/ed-1/seq-3/2","Carson city, CO","Carson city","CO",-119.7674,39.1638,"article 1 has two separate events in it, I included one of the events under article 3****",64,"sn85042098","-78.63818, 35.77959","-119.7674, 39.1638",2251,"N","1880s","North Carolina","South"
"3086",3189,13806,"The Atlanta constitution ","Atlanta, Georgia",-84.38768,33.748752,"Atlanta","GA","4/10/1894",1894,"seq-9","https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1","Wilkesbarre, PA","Wilkesbarre","PA",-75.88131,41.24591,"second article- state not listed where lynching occurred, says the victim was taken to palmers island.I googled this, and it says it is in Massachusetts. Unsure of this - Jenny G",71,"sn89053706","-84.38768, 33.748752","-75.88131, 41.24591",697,"N","1890s","Georgia","South"
"3087",3190,13806,"The Atlanta constitution ","Atlanta, Georgia",-84.38768,33.748752,"Atlanta","GA","4/10/1894",1894,"seq-9","https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1","Wilkesbarre, PA","Wilkesbarre","PA",-75.88131,41.24591,"second article- state not listed where lynching occurred, says the victim was taken to palmers island.I googled this, and it says it is in Massachusetts. Unsure of this - Jenny G",72,"sn89053706","-84.38768, 33.748752","-75.88131, 41.24591",697,"N","1890s","Georgia","South"
"3088",3191,13806,"The Atlanta constitution ","Atlanta, Georgia",-84.38768,33.748752,"Atlanta","GA","4/10/1894",1894,"seq-9","https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1","Wilkesbarre, PA","Wilkesbarre","PA",-75.88131,41.24591,"second article- state not listed where lynching occurred, says the victim was taken to palmers island.I googled this, and it says it is in Massachusetts. Unsure of this - Jenny G",73,"sn89053706","-84.38768, 33.748752","-75.88131, 41.24591",697,"N","1890s","Georgia","South"
"3089",3192,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Corunna, MI","Corunna","MI",-84.11774,42.98197,"two more articles (4 and 5) on this page, not enough room below, will fill out another google form",74,"sn89067453","-92.17129, 40.457812","-84.11774, 42.98197",451,"N","1890s","Missouri","North Central"
"3090",3193,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Memphis, TN","Memphis","TN",-90.04898,35.14953,"continuation of 13807",74,"sn89067453","-92.17129, 40.457812","-90.04898, 35.14953",385,"N","1890s","Missouri","North Central"
"3091",3194,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Corunna, MI","Corunna","MI",-84.11774,42.98197,"two more articles (4 and 5) on this page, not enough room below, will fill out another google form",75,"sn89067453","-92.17129, 40.457812","-84.11774, 42.98197",451,"N","1890s","Missouri","North Central"
"3092",3195,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Memphis, TN","Memphis","TN",-90.04898,35.14953,"continuation of 13807",75,"sn89067453","-92.17129, 40.457812","-90.04898, 35.14953",385,"N","1890s","Missouri","North Central"
"3093",3196,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Corunna, MI","Corunna","MI",-84.11774,42.98197,"two more articles (4 and 5) on this page, not enough room below, will fill out another google form",76,"sn89067453","-92.17129, 40.457812","-84.11774, 42.98197",451,"N","1890s","Missouri","North Central"
"3094",3197,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Memphis, TN","Memphis","TN",-90.04898,35.14953,"continuation of 13807",76,"sn89067453","-92.17129, 40.457812","-90.04898, 35.14953",385,"N","1890s","Missouri","North Central"
"3095",3198,13807,"The farmers' union. ","Memphis, Missouri",-92.17129,40.457812,"Memphis","MO","1/4/1894",1894,"seq-6","https://articleextractor.org/pages/13807/mohi_flash_ver02/sn89067453/1894/01/04/ed-1/seq-6/1","Corunna, MI","Corunna","MI",-84.11774,42.98197,"two more articles (4 and 5) on this page, not enough room below, will fill out another google form",77,"sn89067453","-92.17129, 40.457812","-84.11774, 42.98197",451,"N","1890s","Missouri","North Central"
