docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage,Code,Comments
9546_-1.txt,NA,1887,", the . state your read ballot is and that the for a reporter society paper over all is fatal . fraudulent tickets are scattered remained to pray . what is most singular it don't do to fool with mormons . in",masked,", citizens ga . , twenty macon , themselves and proceeded to lynch a couple of "" angels "" who were proselytizing the country people . they granted the doomed man a chance to preach a last sermon , which was so powerful eloquent that those who came to lynch",NA,NA
9547_-1.txt,NA,1915,"leo frank gone home the was taken to frank and at mary phagan town of the town miles , out of spot two mutilation . hanged and",mob,", the evidently previously selected by he prevented . was body the of than more after down taken was ed over to the coroner . gover 5000 had looked at him and turn nor harris will use all his au- thority in efforts to punish all concerned in the disgraceful",NA,NA
9549_-1.txt,"The Superior times (Superior, Wis.)",1892,"aim and shot deputy thompson through the heart . the other out law was then captured , along with the fellow who had been wounded . the body of the dead deputy and two prisoners were taken to cumberland gap . it was reported here at midnight last night that",mob,was about to lynch the men under a arrest .,NA,NA
9555_-1.txt,"Staunton spectator and vindicator (Staunton, Va.)",1911,"dreadful thing , but the manifestations that accompany it when the cause is due to race hatred are peculiarly horrible . "" when men grow accustomed to lynch men for one crime , they speedily begin to lynch them for other crimes . "" dreadful though it is for the",mob,"spirit to be aroused in a community by such a crime ( attacks on women ) , it would be even a worse calamity if the community did not feel the fury of indignation which produces the mob spirit . there is no question whatever that there are serious breakdowns",NA,NA
9555_-1.txt,"Staunton spectator and vindicator (Staunton, Va.)",1911,"them for other crimes . "" dreadful though it is for the mob spirit to be aroused in a community by such a crime ( attacks on women ) , it would be even a worse calamity if the community did not feel the fury of indignation which produces the",mob,"spirit . there is no question whatever that there are serious breakdowns in the administration of justice in america , breakdowns for which we are all more or lessed responsible- the people as a whole , the legislatures , the lawyers and the courts . slowness in deciding cases and",NA,NA
9558_-1.txt,"The Illinois standard (Chicago, Ill.)",1948,"women can act because they believe in probability , while men must wait for the facts ) , the boy's lawyer uncle who represents what the boy will become , the intractable negro whom all three of them clear of a false murder charge and the action of a lynch",mob,". faulkner's mob , opposing these people of good will , is overwhelmingly power ful because its members are not -seen- they exist primarily as a symbol of all threat , rather of one specific horror . than the texture of the prose in which faulkner tells this social detective",NA,NA
9558_-1.txt,"The Illinois standard (Chicago, Ill.)",1948,"because they believe in probability , while men must wait for the facts ) , the boy's lawyer uncle who represents what the boy will become , the intractable negro whom all three of them clear of a false murder charge and the action of a lynch mob . faulkner's",mob,", opposing these people of good will , is overwhelmingly power ful because its members are not -seen- they exist primarily as a symbol of all threat , rather of one specific horror . than the texture of the prose in which faulkner tells this social detective story is as",NA,NA
9563_0.txt,NA,1904,doubt as to identity saved coleman's neck .,mob,"was about to string him up in floyd county . rome , ga . , march 23 . - six- mile station a small town in this county , was thrown into a fever of excitement about 1 o'clock this morning by a mob which was about to lynch john",NA,NA
9563_0.txt,NA,1904,"to identity saved coleman's neck . mob was about to string him up in floyd county . rome , ga . , march 23 . - six- mile station a small town in this county , was thrown into a fever of excitement about 1 o'clock this morning by a",mob,"which was about to lynch john colemen colored , who is charged with attempting criminal assault upon mrs . john moore , wife of prominent farm or . the alleged assault on mrs . moore occurred at her home last night , and she was alone at the time the",NA,NA
9563_0.txt,NA,1904,"farm or . the alleged assault on mrs . moore occurred at her home last night , and she was alone at the time the negro appeared . mrs . moore fired three times at the negro , but none took effect . on hearing of the attempted assault a",mob,was quickly made up and went in pursuit of the negro . he was captured and was about to be summarily dealt with when some one appeared on the scené and stated there was some doubt of his being the right party . coleman was then brought to rome and,NA,NA
9563_0.txt,NA,1904,he was captured and was about to be summarily dealt with when some one appeared on the scené and stated there was some doubt of his being the right party . coleman was then brought to rome and placed in jail by a committee ap for the pointed by the,mob,"purpose . this morning judge henry , for further fear mob violence , had the negro sent to of atlanta for safekeeping .",NA,NA
9563_0.txt,NA,1904,"when some one appeared on the scené and stated there was some doubt of his being the right party . coleman was then brought to rome and placed in jail by a committee ap for the pointed by the mob purpose . this morning judge henry , for further fear",mob,"violence , had the negro sent to of atlanta for safekeeping .",NA,NA
